epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
9,379,,0.02061724103987217,,,,,
9,379,,,0.19916123151779175,1425457.25,0.2602768540382385,0.9731589555740356,0.14819058775901794
9,379,0.022164665162563324,,,,,,
10,389,,0.02207489125430584,,,,,
10,399,,0.019924309104681015,,,,,
10,409,,0.020316308364272118,,,,,
10,417,,,0.19685514271259308,1439406.75,0.2584960460662842,0.9657731652259827,0.14678210020065308
10,417,0.021382635459303856,,,,,,
11,419,,0.023205362260341644,,,,,
11,429,,0.020445572212338448,,,,,
11,439,,0.020879676565527916,,,,,
11,449,,0.020010141655802727,,,,,
11,455,,,0.19833508133888245,1456105.625,0.25980642437934875,0.9643151164054871,0.148216113448143
11,455,0.020436571910977364,,,,,,
12,459,,0.01830918714404106,,,,,
12,469,,0.01945999078452587,,,,,
12,479,,0.01800440438091755,,,,,
12,489,,0.018177825957536697,,,,,
12,493,,,0.1929742991924286,1432284.125,0.25488021969795227,0.9503582715988159,0.14524294435977936
12,493,0.01981891691684723,,,,,,
13,499,,0.019959235563874245,,,,,
13,509,,0.018263403326272964,,,,,
13,519,,0.01827346533536911,,,,,
13,529,,0.018910568207502365,,,,,
13,531,,,0.19375081360340118,1442306.375,0.25477948784828186,0.9556039571762085,0.14475204050540924
13,531,0.019201507791876793,,,,,,
14,539,,0.019539691507816315,,,,,
14,549,,0.01827707141637802,,,,,
14,559,,0.019828323274850845,,,,,
14,569,,0.02179066836833954,,,,,
14,569,,,0.197143092751503,1459142.75,0.2553340494632721,0.9697657227516174,0.14679990708827972
14,569,0.01897723600268364,,,,,,
15,579,,0.02009841986000538,,,,,
15,589,,0.018749939277768135,,,,,
15,599,,0.019366824999451637,,,,,
15,607,,,0.19316627085208893,1445722.75,0.25376102328300476,0.9516255855560303,0.14398713409900665
15,607,0.01869673654437065,,,,,,
16,609,,0.01740187592804432,,,,,
16,619,,0.02041488140821457,,,,,
16,629,,0.020481765270233154,,,,,
16,639,,0.016116835176944733,,,,,
16,645,,,0.1947270929813385,1461397.625,0.2546497583389282,0.9542325139045715,0.14530545473098755
16,645,0.01848723739385605,,,,,,
17,649,,0.018472841009497643,,,,,
17,659,,0.019256019964814186,,,,,
17,669,,0.0165860652923584,,,,,
17,679,,0.016583049669861794,,,,,
17,683,,,0.19338278472423553,1443590.5,0.253833532333374,0.9576838612556458,0.14368928968906403
17,683,0.018331293016672134,,,,,,
18,689,,0.018039140850305557,,,,,
18,699,,0.02089192532002926,,,,,
18,709,,0.01874028518795967,,,,,
18,719,,0.015458698384463787,,,,,
18,721,,,0.19826620817184448,1483759.125,0.2573484480381012,0.961515486240387,0.14762656390666962
18,721,0.018169786781072617,,,,,,
19,729,,0.022293470799922943,,,,,
19,739,,0.020230062305927277,,,,,
19,749,,0.01889500766992569,,,,,
19,759,,0.015819333493709564,,,,,
19,759,,,0.19503150880336761,1457573.75,0.2550811767578125,0.9551233053207397,0.14595988392829895
19,759,0.018204500898718834,,,,,,
