GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "56037","Sweetwater, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2314242,2027268,2248467,2455904,2956472,3620321,4034095,4586746,4105385,4183080,4322454,4163494,4210341,4141535,3674881,3500949,3769766,3822174,3796389,3413788,3818076,4228669,4303942,4010134
 "56039","Teton, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1666107,1720047,1735337,1750965,1804123,1959203,1985936,1957949,2004495,1965791,1922596,2022371,2090841,2248059,2344195,2382456,2527529,2548847,2621010,2713907,3557163,3491596,3640615,3741782
 "56039","Teton, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",65.918,68.053,68.657,69.276,71.379,77.515,78.572,77.465,79.307,77.775,76.066,80.014,82.723,88.943,92.747,94.260,100.000,100.843,103.699,107.374,140.737,138.143,144.038,148.041
 "56039","Teton, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1139422,1205930,1244662,1297839,1391384,1569433,1651538,1659067,1709916,1684451,1645775,1788111,1878856,2057861,2212117,2341110,2527529,2618310,2761710,2880378,3923861,4214230,4631947,4915523
 "56041","Uinta, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",988933,1091786,1055268,1071844,1106259,1209812,1246986,1254063,1257445,1185068,1051864,989886,966919,949740,956258,954789,951381,923850,882888,786512,807201,841576,847663,859720
 "56041","Uinta, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.947,114.758,110.920,112.662,116.279,127.164,131.071,131.815,132.171,124.563,110.562,104.047,101.633,99.828,100.513,100.358,100.000,97.106,92.801,82.671,84.845,88.458,89.098,90.366
 "56041","Uinta, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",643723,683950,763453,844631,1010228,1144297,1233056,1399962,1136143,1160829,1081959,1011192,1013132,1008407,926737,915204,951381,964606,924127,826194,920027,1066525,1087352,1114667
 "56043","Washakie, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",355763,350693,366138,367639,350538,393851,370273,410531,414791,401202,420577,387941,397296,409633,417358,372375,342555,345701,345674,345120,344914,340623,349172,344609
 "56043","Washakie, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",103.856,102.376,106.884,107.323,102.330,114.975,108.092,119.844,121.087,117.120,122.777,113.249,115.980,119.582,121.837,108.705,100.000,100.918,100.910,100.749,100.689,99.436,101.932,100.600
 "56043","Washakie, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",251982,252290,273889,286945,286141,332177,325393,380875,364783,365629,400017,374550,393122,410169,407534,364765,342555,354292,360514,365677,388320,418053,442453,446511
 "56045","Weston, WY",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",255285,245389,257794,261649,287967,323247,406367,447266,308941,289167,272302,309310,257774,265925,334385,284675,285172,294224,303539,286072,295787,296670,306766,337177
 "56045","Weston, WY",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",89.520,86.049,90.400,91.751,100.980,113.352,142.499,156.841,108.335,101.401,95.487,108.464,90.393,93.251,117.257,99.826,100.000,103.174,106.441,100.316,103.722,104.032,107.572,118.236
 "56045","Weston, WY",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",172470,162392,185408,201291,251004,300107,398978,445239,259186,265268,282383,329207,270523,280614,333927,265116,285172,320552,316611,275631,334916,426748,422377,429228
"Note: See the included footnote file."
"CAGDP1: County gross domestic product (GDP) summary "
"Last updated: February 5, 2026-- new statistics for 2024; revised statistics for 2020-2023."
"U.S. Bureau of Economic Analysis"
