GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "16031","Cassia, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",59.551,64.057,64.902,60.988,69.947,68.731,68.592,73.376,71.873,78.008,75.250,73.463,84.021,87.897,96.711,105.192,100.000,108.360,104.565,104.588,105.417,108.943,112.036,140.378
 "16031","Cassia, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",633624,677801,719326,723868,801928,795910,881764,964871,892723,1017663,1086997,1089744,1302201,1339758,1383843,1428308,1417552,1534808,1504243,1516620,1734873,2056446,2112326,2637263
 "16033","Clark, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",47741,45971,46753,40912,38424,40366,45291,58068,47154,42727,44835,36904,46396,43124,48374,48406,52365,47367,44740,43437,35767,48543,50066,46268
 "16033","Clark, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.170,87.789,89.284,78.129,73.379,77.086,86.491,110.891,90.050,81.595,85.621,70.474,88.601,82.353,92.379,92.439,100.000,90.456,85.439,82.951,68.304,92.702,95.611,88.358
 "16033","Clark, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",37111,35732,37661,34170,31930,34023,38697,51354,42092,39204,45329,38106,49490,45797,49784,46168,52365,47638,45796,45094,39742,59788,61141,57095
 "16035","Clearwater, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",306666,385540,355515,351908,334331,354310,355429,351745,354178,358301,405536,385733,392824,379115,368674,372193,334768,327166,340191,347272,363006,388242,372765,362670
 "16035","Clearwater, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.606,115.166,106.198,105.120,99.870,105.838,106.172,105.071,105.798,107.030,121.139,115.224,117.342,113.247,110.128,111.179,100.000,97.729,101.620,103.735,108.435,115.974,111.350,108.335
 "16035","Clearwater, ID",7,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",220032,277955,265700,271847,266417,294780,301784,300461,320315,322398,367687,349736,365237,366933,360976,363661,334768,336171,358405,371991,418215,487745,480859,474146
 "16037","Custer, ID",7,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",181133,163049,168832,176673,266152,252225,249958,313033,307370,340648,339322,241610,300632,324450,186365,184935,152468,160590,159325,167895,176585,172442,194562,197984
 "16037","Custer, ID",7,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",118.800,106.939,110.732,115.875,174.562,165.428,163.941,205.310,201.596,223.422,222.552,158.466,197.176,212.798,122.232,121.294,100.000,105.326,104.497,110.118,115.817,113.100,127.608,129.852
